date,obs,pred
2017-11-06,0.13715131153788462,16.800308
2017-11-07,0.13715131153788462,17.117468
2017-11-08,0.13715131153788462,14.587513
2017-11-09,0.13715131153788462,13.055531
2017-11-10,0.13715131153788462,13.681503
2017-11-11,0.13715131153788462,14.213747
2017-11-12,0.13715131153788462,12.227467
2017-11-13,0.13715131153788462,16.208717
2017-11-14,0.13715131153788462,13.937397
2017-11-15,0.13715131153788462,12.4663105
2017-11-16,0.13715131153788462,13.001617
2017-11-17,0.13715131153788462,15.708805
2017-11-18,0.13715131153788462,9.056618
2017-11-19,0.13715131153788462,4.852207
2017-11-20,0.13715131153788462,6.5344734
2017-11-21,0.13715131153788462,11.943459
2017-11-22,0.13715131153788462,12.15913
2017-11-23,0.13715131153788462,12.397348
2017-11-24,0.13715131153788462,12.012793
2017-11-25,0.0,12.339279
2017-11-26,0.0,12.530556
2017-11-27,0.0,12.267843
2017-11-28,0.0,13.710606
2017-11-29,0.0,11.659517
